experiment,path_family,session_id,trial,pair_id,raw_file,state_label,path_label,target_label,target_F_N,d_target_mm,d_preload_mm,preload_extra_mm,preload_hold_s,recovery_s,F_N,d_mm,Bx_uT,By_uT,Bz_uT,Bmag_uT,delta_Bx_from_B0_uT,delta_By_from_B0_uT,delta_Bz_from_B0_uT,summary_window_s,state_n_samples,state_duration_s,pair_delta_F_N,pair_delta_d_mm,pair_delta_Bvec_uT,pair_verdict,source_kind,source_state_csv,cycle_index,state_index,branch,path_mode,phase
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,10.4265,3.19,-617.226,1483.868,9385.728,9522.2979,-213.1467,-403.1308,6200.634,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,11.5768,3.29,-627.444,1500.095,9615.146,9751.8669,-223.3647,-386.9038,6430.052,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,12.8352,3.4,-638.261,1523.534,9842.624,9980.7212,-234.1817,-363.4648,6657.53,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,14.2099,3.5,-649.08,1548.776,10068.17,10207.0687,-245.0007,-338.2228,6883.076,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,15.7014,3.59,-660.498,1571.614,10286.938,10427.0728,-256.4187,-315.3848,7101.844,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,18.8104,3.79,-684.539,1630.512,10700.271,10845.5548,-280.4597,-256.4868,7515.177,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,13.6157,3.61,-671.316,1637.123,10464.079,10612.1663,-267.2367,-249.8758,7278.985,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,11.1741,3.48,-661.099,1623.3,10229.824,10378.8773,-257.0197,-263.6988,7044.73,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,9.9969,3.42,-656.291,1613.083,10077.85,10227.1746,-252.2117,-273.9158,6892.756,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,8.4244,3.27,-646.074,1584.836,9804.874,9953.5673,-241.9947,-302.1628,6619.78,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,7.611,3.19,-640.064,1573.417,9640.314,9788.3187,-235.9847,-313.5818,6455.22,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,6.4626,3.07,-629.847,1549.978,9346.042,9493.9833,-225.7677,-337.0208,6160.948,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,2,2,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,5.8659,3.0,-623.837,1557.791,9185.354,9337.8065,-219.7577,-329.2078,6000.26,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,2.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,8.3355,2.99,-604.605,1475.455,8962.714,9103.1729,-200.8136,-413.1328,5777.2121,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,9.4216,3.08,-611.216,1477.257,9182.447,9320.2487,-207.4246,-411.3308,5996.9451,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,10.4784,3.18,-619.63,1490.479,9417.674,9555.1732,-215.8386,-398.1088,6232.1721,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,11.6389,3.28,-629.247,1505.504,9646.117,9782.8749,-225.4556,-383.0838,6460.6151,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,12.901,3.39,-641.266,1529.544,9875.536,10013.9384,-237.4746,-359.0438,6690.0341,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,14.2893,3.49,-652.084,1553.584,10098.176,10238.1575,-248.2926,-335.0038,6912.6741,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,15.7926,3.58,-664.104,1577.023,10316.943,10458.1281,-260.3126,-311.5648,7131.4411,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,18.9679,3.78,-687.543,1636.522,10729.312,10874.7298,-283.7516,-252.0658,7543.8101,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,13.6897,3.6,-674.321,1643.133,10490.218,10639.5198,-270.5296,-245.4548,7304.7161,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,9.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_350,return_unloading,350,,3.5,3.8,0.2999999999999998,30.0,,11.2268,3.49,-664.104,1628.709,10254.992,10404.8858,-260.3126,-259.8788,7069.4901,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,10.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_340,return_unloading,340,,3.4,3.8,0.3999999999999999,30.0,,10.0219,3.41,-658.695,1619.093,10101.077,10250.9881,-254.9036,-269.4948,6915.5751,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,11.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_330,return_unloading,330,,3.3,3.8,0.5,30.0,,8.4521,3.26,-647.877,1590.246,9829.072,9978.0896,-244.0856,-298.3418,6643.5701,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,12.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_320,return_unloading,320,,3.2,3.8,0.5999999999999996,30.0,,7.6396,3.2,-641.867,1577.624,9665.482,9814.5174,-238.0756,-310.9638,6479.9801,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,13.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_310,return_unloading,310,,3.1,3.8,0.6999999999999997,30.0,,6.4959,3.06,-631.049,1554.787,9370.239,9518.7615,-227.2576,-333.8008,6184.7371,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,14.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,3,3,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_300,return_unloading,300,,3.0,3.8,0.7999999999999998,30.0,,5.8941,3.0,-626.241,1563.2,9213.423,9365.4997,-222.4496,-325.3878,6027.9211,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,3.0,15.0,unloading,return_unloading,unloading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_300,direct_loading,300,,3.0,3.8,0.7999999999999998,0.0,,8.3033,2.99,-604.004,1483.267,8965.615,9107.6706,-199.122,-407.1198,5774.9591,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,1.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_310,direct_loading,310,,3.1,3.8,0.6999999999999997,0.0,,9.3916,3.08,-613.019,1483.868,9189.226,9328.7424,-208.137,-406.5188,5998.5701,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,2.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_320,direct_loading,320,,3.2,3.8,0.5999999999999996,0.0,,10.4499,3.18,-620.832,1495.287,9422.512,9560.81,-215.95,-395.0998,6231.8561,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,3.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_330,direct_loading,330,,3.3,3.8,0.5,0.0,,11.5972,3.28,-631.049,1512.716,9653.866,9791.6729,-226.167,-377.6708,6463.2101,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,4.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_340,direct_loading,340,,3.4,3.8,0.3999999999999999,0.0,,12.8674,3.39,-641.867,1537.958,9882.314,10022.1403,-236.985,-352.4288,6691.6581,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,5.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_350,direct_loading,350,,3.5,3.8,0.2999999999999998,0.0,,14.2342,3.49,-652.685,1561.397,10111.728,10252.4342,-247.803,-328.9898,6921.0721,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,6.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,loading_d_360,direct_loading,360,,3.6,3.8,0.19999999999999973,0.0,,15.7526,3.58,-664.104,1584.235,10329.53,10471.0273,-259.222,-306.1518,7138.8741,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,7.0,loading,loading_branch,loading_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,preload_d_380,preload_deep,380,,3.8,3.8,0.0,30.0,,18.9471,3.78,-689.346,1643.734,10736.09,10883.2423,-284.464,-246.6528,7545.4341,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,8.0,preload,preload_loading,preload_dense
5.1B local minor-loop dense sampling,local_minor_loop_dense,session_20260618_135532,4,4,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,unloading_d_360,return_unloading,360,,3.6,3.8,0.19999999999999973,30.0,,13.6752,3.6,-676.124,1650.345,10496.026,10646.2599,-271.242,-240.0418,7305.3701,5.0,113,5.0,,,,accepted,session_state_summary,decouple_data\session_20260618_135532\local_minor_loop_dense_5p1B_state_summary.csv,4.0,9.0,unloading,return_unloading,unloading_dense
